headline,date,doc_type,material_type,section,keywords
Romanian Keeps Elevating Her Game and Her Confidence,2014-06-02,article,News,,"['Tennis', 'French Open (Tennis)']"
No Easy Way to Be Fair on Media Credentials,2014-06-02,article,News,,"['News and News Media', 'Freedom of the Press', 'United States Politics and Government', 'Blogs and Blogging (Internet)']"
Pakistani Premier in Delicate Dance With India,2014-06-02,article,News,,['International Relations']
On the Verge | The Swedish Takeover of L.A.,2014-06-02,article,News,,[]
Today in Small Business: The Best Restaurant Location in the World?,2014-06-02,article,News,,"['Entrepreneurship', 'Small Business', 'United States Economy']"
Reaction to Obama Administration Carbon Emissions Proposal,2014-06-02,article,News,,"['Greenhouse Gas Emissions', 'United States Politics and Government']"
Allman Brothers Band Announces Final Concerts,2014-06-02,article,News,,['Music']
Food Curated: Rico’s Lechon,2014-06-02,multimedia,Video,,"['Pigs', 'Cooking and Cookbooks', 'Barbecue']"
Rhetoric and Realities Around Obama’s ‘Carbon Pollution’ Power Plant Rules,2014-06-02,article,News,,"['Carbon Dioxide', 'Clean Air Act', 'Global Warming', 'Greenhouse Gas Emissions']"
New York F.C. And Villa Agree to 3-Year Deal,2014-06-02,article,News,,['Soccer']
Burying the Hatchet in a Bid for Relevance ,2014-06-02,article,Review,,"['Rap and Hip-Hop', 'Summer Jam (Music Festival)', 'Music']"
"Video: Rico’s Lechon, a Filipino Tradition",2014-06-02,article,News,,"['Restaurants', 'Pigs']"
Clip From HBO’s ‘112 Weddings’,2014-06-02,multimedia,Video,,['Weddings and Engagements']
Secret Global Strike Kills 2 Malicious Web Viruses,2014-06-02,article,News,,"['Computer Malware', 'Cyberattacks and Hackers', 'Computers and the Internet']"
"Asparagus, Green Beans and Potatoes With Green Mole Sauce",2014-06-02,article,recipe,,"['Cooking and Cookbooks', 'Recipes', 'Diet and Nutrition', 'Medicine and Health']"
Whole-Wheat Seeded Loaves,2014-06-02,article,recipe,,"['Cooking and Cookbooks', 'Recipes', 'Diet and Nutrition', 'Bread']"
"Rice Pilaf With Pistachios, Almonds and Spices",2014-06-02,article,recipe,,"['Cooking and Cookbooks', 'Recipes', 'Diet and Nutrition', 'Medicine and Health']"
Seeded Chocolate-Chip Oatmeal Cookies,2014-06-02,article,recipe,,"['Cooking and Cookbooks', 'Recipes', 'Diet and Nutrition', 'Medicine and Health', 'Desserts', 'Bakeries and Baked Products', 'Cookies']"
"Yogurt With Mixed Seeds, Toasted Oatmeal and Ginger Syrup",2014-06-02,article,recipe,,"['Cooking and Cookbooks', 'Recipes', 'Diet and Nutrition', 'Medicine and Health']"
"Chemical Weapons Treaty Does Not Apply to Petty Crime, Justices Rule",2014-06-02,article,News,,['Biological and Chemical Warfare']
Paulo Ferro’s Math Challenges,2014-06-02,article,News,,"['Creativity', 'Mathematics', 'Puzzles']"
"A Woman I Regarded as a Hero, and New Doubts",2014-06-02,article,News,,[]
A Magazine Leads a Trip to Cuba,2014-06-02,article,News,,"['Embargoes and Sanctions', 'International Relations', 'Travel and Vacations']"
China Escalating Attack on Google ,2014-06-02,article,News,,"['Computers and the Internet', 'Censorship', 'Search Engines']"
Nicholas Kristof Should Give Readers a Full Explanation About Somaly Mam,2014-06-02,article,News,,[]
It’s Easy to Forget About Risk in a Stable Market,2014-06-02,article,News,,"['Stocks and Bonds', 'Personal Finances']"
Feeling For | Sheer Spectacles,2014-06-02,article,News,,[]
Where the Father of the Ponzi Scheme Once Slept,2014-06-02,article,News,,"['Frauds and Swindling', 'Historic Buildings and Sites', 'Ponzi and Pyramid Schemes']"
Russia Gives Ukraine More Time to Pay for Natural Gas,2014-06-02,article,News,,"['Natural Gas', 'Pipelines']"
Democrats in Coal Country Run From E.P.A.,2014-06-02,article,News,,"['United States Politics and Government', 'Global Warming', 'Coal', 'Elections, Senate', 'Greenhouse Gas Emissions', 'Regulation and Deregulation of Industry']"
Q. and A. With Stuart Elliott,2014-06-02,article,News,,['ADVERTISING AND MARKETING']
Accounts and People of Note in the Advertising Industry,2014-06-02,article,News,,"['ADVERTISING AND MARKETING', 'Appointments and Executive Changes', 'Public Relations and Publicity']"
Measuring the Apology of Network Rail in Britain,2014-06-02,article,News,,"['Apologies', 'Railroad Accidents and Safety']"
"Hospital Charges Surge for Common Ailments, Data Shows",2014-06-02,article,News,,"['Health Insurance and Managed Care', 'Medicare', 'Hospitals']"
Image of the Day: June 2,2014-06-02,article,News,,['Summer (Season)']
Morning Views,2014-06-02,article,News,,[]
The Perils of a Circumstantial Insider Trading Case,2014-06-02,article,News,,['Insider Trading']
The Computer Code for Parental Feelings of Inadequacy,2014-06-02,article,News,,"['Children and Childhood', 'Computer and Video Games', 'Computers and the Internet', 'Parenting']"
ScienceTake | The Longest Migration,2014-06-02,multimedia,Video,,"['Animal Migration', 'Zebras']"
Goldman Names New Chief Strategy Officer,2014-06-02,article,News,,['Appointments and Executive Changes']
Cause Marketing Effort Is Centered on the Negroni,2014-06-02,article,News,,"['ADVERTISING AND MARKETING', 'Philanthropy']"
What’s Black and White and Travels 310 Miles?,2014-06-02,article,News,,"['Animal Migration', 'Zebras']"
The Right and Misogyny,2014-06-02,article,News,,"['Conservatism (US Politics)', 'Men and Boys', 'Sex Crimes', ""Women's Rights""]"
Spain’s King Juan Carlos Abdicates,2014-06-02,multimedia,Video,,['Royal Family']
Apple Unveils iOS 8 and OS X Yosemite at Developer Conference,2014-06-02,article,News,,"['Mac OS (Operating System)', 'iOS (Operating System)', 'Computers and the Internet']"
Key Details of E.P.A. Carbon Emissions Proposal,2014-06-02,article,News,,"['Greenhouse Gas Emissions', 'Law and Legislation', 'Regulation and Deregulation of Industry', 'Fuel Efficiency', 'Coal', 'Global Warming']"
A Luxe Update on a Classic Pilot’s Timepiece,2014-06-02,article,News,,[]
Blair Urges E.U. Leaders to Heed Lessons of Elections,2014-06-02,article,News,,"['Elections', 'Immigration and Emigration']"
Chris Brown Released From Jail,2014-06-02,article,News,,['Music']
The Sexy Golf Angle to the Latest Insider Trading Scandal,2014-06-02,article,News,,"['Gambling', 'Golf', 'Insider Trading']"
Lupita Nyong’o to Join ‘Star Wars: Episode VII’,2014-06-02,article,News,,[]
Dorchester Cancels Fashion Prize In Wake of Protests,2014-06-02,article,News,,['Fashion and Apparel']
"Podcast: Your Brain on Cursive, Google Glass Operation, Tattoos for Healing",2014-06-02,audio,,,"['Handwriting', 'Surgery and Surgeons', 'Breast Cancer', 'Tattoos']"
Too Extreme for the N.R.A.,2014-06-02,article,News,,['Gun Control']
Valeant and Ackman Departing From Usual Playbook in Pursuit of Allergan,2014-06-02,article,News,,"['Mergers, Acquisitions and Divestitures', 'Shareholder Rights and Activism']"
Neighbors Protest 33-Foot Statue,2014-06-02,article,News,,['Art']
Valeant’s Achilles’ Heel,2014-06-02,article,News,,"['Mergers, Acquisitions and Divestitures']"
"Weekly News Quiz | May 27-June 2, 2014",2014-06-02,article,News,,[]
What’s Lost as Handwriting Fades,2014-06-02,article,News,,"['Reading and Writing Skills (Education)', 'Memory', 'Handwriting', 'Children and Childhood', 'Brain', 'Education (K-12)']"
Barbro Lindgren Wins Children’s Literature Prize,2014-06-02,article,News,,['Books and Literature']
Oliver Stone Plans a Film About Edward Snowden,2014-06-02,article,News,,['Movies']
The Scene | Holland’s Opus,2014-06-02,article,News,,['Travel and Vacations']
Monday Motorsports: Milestones Fall at Englishtown Drag Races,2014-06-02,article,News,,"['Automobiles', 'Automobile Racing', 'Indianapolis 500 (Auto Race)']"
The Sweet Surprise of Dry Riesling,2014-06-02,article,News,,"['Riesling (Wine)', 'Wines']"
Book Covers: Before and After,2014-06-02,multimedia,Slideshow,,['Books and Literature']
No Nation Has Lowered Obesity Rate in 33 Years,2014-06-02,article,News,,['Obesity']
On the Move Because of Global Warming,2014-06-02,article,News,,"['Global Warming', 'Dragonflies', 'Butterflies and Moths']"
"Weekend Gun Report: May 30-June 1, 2014",2014-06-02,article,News,,[]
Podcast: Tattoos for Healing,2014-06-02,audio,,,"['Tattoos', 'Breast Cancer']"
A Way With Words and a Spice Rack,2014-06-02,article,News,,"['Cooking and Cookbooks', 'Food', 'Poetry and Poets', 'Writing and Writers']"
Businesses May Have to Wait to Offer Employees a Choice of Health Plans,2014-06-02,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Small Business']"
"After Nadal and Ferrer, Spanish Tennis Talent Pool Looks Thin",2014-06-02,article,News,,"['Tennis', 'French Open (Tennis)']"
Growing Up on Raw Foods,2014-06-02,article,News,,"['Diet and Nutrition', 'Food', 'Medicine and Health']"
Hopes for Impact of Carbon Rules in U.S. Are Modest,2014-06-02,article,News,,"['Regulation and Deregulation of Industry', 'Greenhouse Gas Emissions', 'Coal', 'Alternative and Renewable Energy', 'Global Warming', 'Natural Gas']"
"Music Camp for Kids, Vacation for Parents",2014-06-02,article,News,,"['Camps and Camping', 'Music', 'Travel and Vacations']"
A Favor for Grandpa? But This Is America,2014-06-02,article,Review,,['Books and Literature']
The Forests of the Ocean,2014-06-02,article,Review,,"['Seaweed', 'Oceans and Seas', 'Books and Literature']"
"On Separate Islands, Crickets Go Silent",2014-06-02,article,News,,"['Crickets', 'Evolution (Biology)']"
Justices Enter Into Dispute Over Districts Alabama Set,2014-06-02,article,News,,"['Voting Rights Act (1965)', 'Race and Ethnicity', 'Blacks', 'Black People', 'Redistricting and Reapportionment', 'Voter Registration and Requirements', 'State Legislatures']"
The Winners of Our Fifth Annual Found Poetry Contest,2014-06-02,article,News,,[]
Lurking Just Beneath This Surface ...,2014-06-02,article,Review,,['Web-Original Programming']
"Gallery | Julian Wasser’s Photographs of the California Dream, and its Underbelly",2014-06-02,article,News,,['Photography']
How Cats See in the Dark,2014-06-02,article,Question,,"['Cats', 'Eyes and Eyesight']"
Is Andrew Cuomo Liberal?,2014-06-02,article,News,,[]
E.P.A. Unveils Plan to Slash Pollution,2014-06-02,multimedia,Video,,"['Greenhouse Gas Emissions', 'Environment']"
Isabel Toledo’s Beauty and Fitness Regimen,2014-06-02,article,News,,"['Cosmetics and Toiletries', 'Skin', 'Hair', 'Exercise']"
Doctors Aren’t Strongly Republican Anymore,2014-06-02,article,News,,['Campaign Finance']
"The Serious Playfulness of a Rising Composer, and How It Has Spread",2014-06-02,article,Review,,"['Music', 'Classical Music']"
The Nipple Artist,2014-06-02,multimedia,Video,,"['Tattoos', 'Breast Cancer', 'Mastectomy']"
A Tattoo That Completes a New Breast,2014-06-02,article,News,,"['Breast Cancer', 'Breasts', 'Mastectomy', 'Tattoos']"
Your Evening Briefing,2014-06-02,article,News,,[]
Two Royal Ballet Dancers to Skip Russian Tour in Protest,2014-06-02,article,News,,['Homosexuality and Bisexuality']
May the World Be Their Oyster,2014-06-02,article,News,,['Theater']
Exploring the Photographic Spirit,2014-06-02,multimedia,Slideshow,,[]
"Ciro de Quadros, 74, Dies; Leader in Ridding Latin America of Polio",2014-06-02,article,Obituary (Obit),,"['Poliomyelitis', 'Deaths (Obituaries)', 'Vaccination and Immunization']"
Strong Sales for ‘Gentleman’s Guide’ Ahead of Tony Awards,2014-06-02,article,News,,"['Theater', 'Tony Awards (Theater Awards)']"
"When Coral Reefs Thrive, So Does Variety in Fish",2014-06-02,article,News,,"['Coral', 'Reefs', 'Fish and Other Marine Life']"
"Brave, New and Lifted by Magic",2014-06-02,article,Review,,['Theater']
Filing by Computer: A Pillow Helped,2014-06-02,article,News,,"['Computers and the Internet', 'Newspapers']"
"Complicated Brains, Walking Well Into Old Age, To Teleport Data",2014-06-02,article,Letter,,"[""Crohn's Disease"", 'Walking', 'Quantum Computing', 'Brain']"
"Velocity, Vulnerability and Youth",2014-06-02,article,Review,,['Dancing']
Facing Jail: Highlights From a Reporter’s Career,2014-06-02,article,News,,"['News Sources, Confidential Status of', 'Pulitzer Prizes']"
Pictures of the Day: Ukraine and Elsewhere,2014-06-02,article,News,,['Photography']
Filtering Out Unwanted Gmail Messages,2014-06-02,article,Question,,"['Computers and the Internet', 'Amazon Kindle', 'Cloud Computing', 'Photography', 'E-Mail']"
"Drones on Movie Sets? Lights, Camera, Takeoff",2014-06-02,article,News,,"['Drones (Pilotless Planes)', 'Movies']"
Salesforce Bottom Line Is Put at Risk by a Slide in the Company’s Stock,2014-06-02,article,News,,"['Computers and the Internet', 'Enterprise Computing', 'Executive Compensation', 'Stocks and Bonds']"
A Star-Gazing Palace’s Hazy Future,2014-06-02,article,News,,"['Telescopes and Observatories', 'Space and Astronomy', 'Colleges and Universities', 'Research']"
New Costumes for a Balanchine Classic,2014-06-02,multimedia,Slideshow,,"['Dancing', 'Costumes']"
A ‘Midsummer’ Costume Redo,2014-06-02,article,News,,"['Costumes', 'Dancing']"
Automating Cybersecurity,2014-06-02,article,News,,"['Computer Security', 'Cyberattacks and Hackers', 'Contests and Prizes', 'Computers and the Internet']"
"Less Carbon, More Energy",2014-06-02,multimedia,Interactive Feature,,"['Carbon Dioxide', 'Greenhouse Gas Emissions']"
Q. and A.: Liu Heung Shing on Photographing Tiananmen,2014-06-02,article,News,,[]
Listen Up | Hercules and Love Affair Makes a Case for House Music,2014-06-02,article,News,,['Music']
The Overwhelming Maleness of “Silicon Valley”,2014-06-02,article,News,,[]
"Miranda Lambert, Country’s Sophisticated Radical",2014-06-02,article,Review,,['Music']
N.H.T.S.A. Investigates Effectiveness of Chrysler’s Air Bag Recall,2014-06-02,article,News,,"['Automobile Safety Features and Defects', 'Recalls and Bans of Products']"
Target Gives a Defense of Its Efforts on Security,2014-06-02,article,News,,"['Cyberattacks and Hackers', 'Computer Security']"
Why Democrats Have Little to Lose in Taking On the Coal Industry,2014-06-02,article,News,,"['Coal', 'United States Politics and Government', 'Elections, Senate']"
Summer Jam 2014,2014-06-02,multimedia,Slideshow,,"['Summer Jam (Music Festival)', 'Rap and Hip-Hop']"
"Boutique Inns, Chain Hotels and the Business Traveler",2014-06-02,article,News,,"['Hotels and Travel Lodgings', 'Business Travel']"
"For Now, Sponsors Unlikely to Cut Ties With Phil Mickelson",2014-06-02,article,News,,"['Golf', 'Insider Trading']"
Thai Protesters Flash ‘Hunger Games’ Salute to Register Quiet Dissent,2014-06-02,article,News,,"[""Coups D'Etat and Attempted Coups D'Etat"", 'Demonstrations, Protests, and Riots', 'Movies']"
Food Matters | David Shrigley Puts His Twisted Spin on the Interior of the London Restaurant Sketch,2014-06-02,article,News,,"['Cooking and Cookbooks', 'Restaurants']"
Judge Dismisses Legal Challenges to Defunct Library Plan,2014-06-02,article,News,,['Libraries and Librarians']
The Luggage Tag With GPS,2014-06-02,article,News,,"['Business Travel', 'Luggage', 'AIRLINES AND AIRPLANES', 'Mobile Applications', 'Global Positioning System']"
Countdown to 2014 World Cup in Brazil: Day 10,2014-06-02,article,News,,"['Soccer', 'World Cup 2014 (Soccer)', 'Stadiums and Arenas']"
Vanishing Island,2014-06-02,multimedia,Video,,"['Coast Erosion', 'Hurricanes and Tropical Storms', 'Global Warming']"
The New York City Department of Investigation’s Findings on Charles J. Hynes,2014-06-02,multimedia,Interactive Feature,,"['Elections, District Attorneys', 'Ethics and Official Misconduct']"
Ex-Brooklyn Prosecutor Charles J. Hynes Accused of Misuse of Funds,2014-06-02,article,News,,"['Elections, District Attorneys', 'Campaign Finance', 'Ethics and Official Misconduct']"
Mixed Drinks for Shaken Passengers,2014-06-02,article,News,,"['AIRLINES AND AIRPLANES', 'Business Travel', 'Cocktails']"
